"arrest","bible","camera","chef","church","concert_hall","cook","darkroom","frying_pan","hair_salon","haircut","hairdresser","handcuffs","microphone","photographer","preach","prison","restaurant","scissors","sing","singer","take_photo","vicar"
2.12078788546089,2.29105058475449,2.74192647296261,2.2998220404981,2.80503260916606,2.90021266376602,2.23928486483895,3.05891964652196,1.47829172271508,2.98670754659559,3.45971785605278,2.47314918992467,0,2.8895329100663,3.03127830081576,2.7897198302358,2.18278976775091,2.26704887392309,2.66101392543581,1.29825122457294,2.4195764371473,2.472672940235,2.3604440759514
3.16922644059923,1.179591501847,1.29410961038203,3.37244456335408,2.01069158182492,3.32579740312468,1.36952928582054,3.3547766514051,2.12074309328528,1.77995274936153,1.95342191936054,1.36725008135635,2.8895329100663,0,1.67452935379801,2.7481597426544,2.06641895660167,1.79035464556616,2.33992199025912,2.62847873644792,2.96378586661028,2.11646504799812,2.08040169588068
3.82634655032125,1.26294908258512,1.39354414516917,3.79049828786651,1.55657094401986,3.62109689246807,1.93176997082564,3.76297233901227,2.40758461294794,1.93826863080481,1.01407551508871,1.20386158306708,3.03127830081576,1.67452935379801,0,2.50916531389048,3.2089873477915,2.39710797718267,2.18800810883204,2.51299117067529,2.99491484843504,1.40374207004585,1.77625291101256
3.62423292003971,2.13893450377794,2.54849237502927,2.5204035529671,2.82970617379116,3.93717184289932,2.60721587445974,2.89386465547649,2.28998933892773,2.8685968110462,2.87266468759159,2.10399299857455,2.7897198302358,2.7481597426544,2.50916531389048,0,3.5447261965004,2.1359202733556,2.99349745202624,2.63532827820804,1.84371354168846,2.2832875745223,1.73885931348748
2.57768066733307,2.81537318625966,2.65108643230602,2.43346758280737,2.72545126301751,1.98719506884064,2.24654890470983,3.56600613057832,2.29672777343251,2.40586766832069,3.39822626882045,2.7119813962845,2.18278976775091,2.06641895660167,3.2089873477915,3.5447261965004,0,2.56075763036754,2.65795520866541,3.0379778083319,3.61312777943021,2.7159269791166,2.60941298234368
2.76224872356946,1.78084021660866,1.91798046474647,1.92133888882856,2.041305423367,2.8270772738588,1.69813554878327,2.90000074669134,1.39505042621657,2.10432971049815,2.65302476174865,1.87053902736893,2.26704887392309,1.79035464556616,2.39710797718267,2.1359202733556,2.56075763036754,0,2.21761109506301,2.2992848132362,2.48175576653499,2.40386420046202,1.78319208024279
2.81107252762992,2.36866722503491,1.53485266140554,2.97840644760675,2.14930057161875,2.35617195488293,2.14012645809329,3.15160567623168,2.11094411205405,2.53185040583932,2.46375183376084,1.8182820068874,2.66101392543581,2.33992199025912,2.18800810883204,2.99349745202624,2.65795520866541,2.21761109506301,0,3.0040320851661,2.68143623646999,1.58356036429628,1.45949851757918
2.50411874874082,1.69108234895191,2.34877966616745,2.43307039035821,2.16170579600865,3.34438955786256,2.25958940854885,3.40620661349119,1.90811731606647,3.1532225938083,2.94847855548875,2.2496590645948,1.29825122457294,2.62847873644792,2.51299117067529,2.63532827820804,3.0379778083319,2.2992848132362,3.0040320851661,0,2.0469566816666,2.06547461055966,2.33920643278066
3.36209081116842,2.5343550479773,2.91934082662619,2.58851928634248,2.97429188558224,3.35385825890541,3.13462333240801,3.12911007523467,2.34866407433555,3.59734201848612,3.37168812419596,2.48110520340885,2.4195764371473,2.96378586661028,2.99491484843504,1.84371354168846,3.61312777943021,2.48175576653499,2.68143623646999,2.0469566816666,0,2.02538880546974,1.43616694592467
2.47067281336451,1.64501915956827,2.04916649714743,2.84567861557409,1.66993117490213,2.54443299219881,2.73091225110956,4.35442282944245,2.14398875143982,2.18631136368743,1.6804829053452,1.8963850928488,2.472672940235,2.11646504799812,1.40374207004585,2.2832875745223,2.7159269791166,2.40386420046202,1.58356036429628,2.06547461055966,2.02538880546974,0,1.80525739397347
2.8903140265067,1.8538363714094,1.53802891822561,2.61533491988566,2.03624512033345,2.59069117284485,2.14503801146844,3.30541616850034,1.78193675240395,2.50233637437241,2.20140165560208,1.43360265729948,2.3604440759514,2.08040169588068,1.77625291101256,1.73885931348748,2.60941298234368,1.78319208024279,1.45949851757918,2.33920643278066,1.43616694592467,1.80525739397347,0
